timestamp,Open,High,Low,Close,volume,marketCap,weight_mean,difficulty_mean,reward_mean,total_of_transactions,total_of_witness,total_input,total_output,total_fees,label
2010-07-26,0.06903911,0.07998891,0.05892958,0.06270989,876.44,221157.41,3997.514403292181,181.54328936405,5000621399.176954,467.0,0.0,1468.0,576.0,151000000.0,1
2010-07-27,0.06294483,0.07577893,0.06183226,0.06799023,3370.9,240347.17,3041.0843373493976,239.30533671606503,5000403614.457831,426.0,0.0,643.0,589.0,67000000.0,1
2010-07-28,0.06798962,0.07253266,0.05885122,0.06786455,4386.99,240439.02,13698.792452830188,244.21322309238008,5000660377.358491,1951.0,0.0,2593.0,2063.0,105000000.0,1
2010-07-29,0.06785855,0.07019877,0.05314922,0.06375633,8091.7,226457.71,9805.31111111111,244.21322309238,5000494444.444445,1867.0,0.0,1931.0,1971.0,89000000.0,1
2010-07-30,0.06373855,0.06869885,0.05247866,0.06366964,3013.58,226729.45,2477.076923076923,244.21322309238,5000159340.659341,325.0,0.0,595.0,404.0,29000000.0,1
2010-07-31,0.06367021,0.07127451,0.0602027,0.06975885,4033.25,249124.55,1882.817733990148,244.21322309238,5000147783.251231,295.0,0.0,499.0,347.0,30000000.0,1
2010-08-01,0.06970508,0.07158763,0.05164856,0.06046468,2595.17,216655.53,1728.1338912133892,244.21322309238,5000129707.11297,364.0,0.0,537.0,446.0,31000000.0,1
2010-08-02,0.06044506,0.06370065,0.05220235,0.06,3595.64,215716.5,1749.5537190082644,244.21322309238,5000086776.859504,398.0,0.0,556.0,467.0,21000000.0,1
2010-08-03,0.05998519,0.06212797,0.04965671,0.06,9856.36,216397.5,3299.594713656388,244.21322309238,5000000000.0,648.0,0.0,913.0,977.0,0.0,1
2010-08-04,0.05997899,0.06316557,0.05218974,0.0596818,3503.64,215975.01,1956.181069958848,244.21322309238,5000000000.0,439.0,0.0,600.0,569.0,0.0,1
2010-08-05,0.05960335,0.06155211,0.04962078,0.06076188,5016.59,220545.88,3711.633027522936,259.06845052021896,5000000000.0,515.0,0.0,1025.0,717.0,0.0,1
2010-08-06,0.06076835,0.07122494,0.05728608,0.06181723,1397.31,224830.82,3028.4897959183672,352.16120906801007,5000000000.0,359.0,0.0,555.0,497.0,0.0,1
2010-08-07,0.06115977,0.067016,0.05067227,0.05964825,2625.28,217398.49,2563.8967741935485,352.16120906801007,5001490322.580646,273.0,0.0,544.0,327.0,231000000.0,1
2010-08-08,0.05967849,0.07118531,0.05511138,0.06085148,2201.06,222388.2,2116.78391959799,352.16120906800984,5000000000.0,391.0,0.0,522.0,518.0,0.0,1
2010-08-09,0.06084069,0.06840335,0.0551871,0.06613738,13620.25,242337.97,6256.652631578947,352.1612090680099,5002273684.210526,424.0,0.0,1590.0,554.0,432000000.0,1
2010-08-10,0.06612978,0.07369883,0.06001432,0.06570639,1304.75,241390.5,1903.2670157068064,352.1612090680099,5000000000.0,340.0,0.0,480.0,406.0,0.0,1
2010-08-11,0.06572198,0.07164571,0.06002559,0.06336595,14095.69,233527.29,1987.416309012876,352.16120906801,5000000000.0,412.0,0.0,616.0,482.0,0.0,1
2010-08-12,0.06330224,0.0647802,0.05121367,0.0611463,2055.26,226013.55,1839.225806451613,352.16120906801,5000000000.0,392.0,0.0,477.0,493.0,0.0,1
2010-08-13,0.06134036,0.07395598,0.05900163,0.06306071,3601.97,233767.63,3349.3767441860464,352.16120906800984,5000000000.0,516.0,0.0,904.0,738.0,0.0,1
2010-08-14,0.06290812,0.0667319,0.05325986,0.06299919,4404.59,234424.72,1968.8398576512448,352.16120906801,5000000000.0,434.0,0.0,715.0,493.0,0.0,1
2010-08-15,0.06318722,0.08734873,0.06318722,0.07724812,4462.17,288245.57,1615.806763285024,389.94383676965697,5000000000.0,315.0,0.0,444.0,344.0,0.0,1
2010-08-16,0.07745849,0.11456039,0.07745849,0.09506984,10678.23,355444.75,4199.510204081633,511.77353425660016,5000455782.312925,453.0,0.0,782.0,609.0,67000000.0,1
2010-08-17,0.09426671,0.09426671,0.05347087,0.06116077,13207.49,229060.85,2702.108527131783,511.7735342566001,5000000000.0,318.0,0.0,421.0,419.0,0.0,1
2010-08-18,0.06118207,0.07894217,0.06042814,0.0680466,2957.23,255298.94,8022.015037593985,511.77353425660016,5001172932.330827,377.0,0.0,1435.0,527.0,156000000.0,1
2010-08-19,0.06809194,0.07924876,0.06455044,0.06995843,737.31,262947.51,2494.607407407407,511.77353425660016,5000000000.0,325.0,0.0,406.0,415.0,0.0,1
2010-08-20,0.06994254,0.07134897,0.05853218,0.06581428,4171.63,248006.31,2383.336787564767,511.77353425660016,5000000000.0,423.0,0.0,581.0,538.0,0.0,1
2010-08-21,0.06581683,0.07126125,0.06192653,0.06839827,10441.99,258335.14,2157.6878612716764,511.7735342566002,5000000000.0,342.0,0.0,459.0,437.0,0.0,1
2010-08-22,0.06833647,0.07045037,0.05645733,0.06780827,18735.84,256825.52,1890.22641509434,511.77353425660016,5000000000.0,366.0,0.0,534.0,432.0,0.0,1
2010-08-23,0.06782906,0.08351181,0.06532217,0.06680966,4305.16,253754.79,1952.431924882629,511.77353425660016,5000000000.0,369.0,0.0,551.0,445.0,0.0,1
2010-08-24,0.06683719,0.07352146,0.0594175,0.06610902,6698.65,251804.3,3344.502325581396,511.77353425660016,5000372093.023255,379.0,0.0,968.0,465.0,80000000.0,1
2010-08-25,0.06611096,0.07419961,0.06185419,0.06800457,4244.57,259758.76,1661.8333333333333,511.77353425660016,5000000000.0,365.0,0.0,446.0,428.0,0.0,1
2010-08-26,0.06833609,0.08441321,0.06359481,0.06947311,3870.7,266082.45,2250.190476190476,516.5569667828428,5000000000.0,368.0,0.0,614.0,435.0,0.0,1
2010-08-27,0.06946493,0.07358336,0.05874443,0.06647771,8983.94,255192.98,1899.9766081871344,623.3869598689298,5000000000.0,294.0,0.0,426.0,356.0,0.0,1
2010-08-28,0.06650665,0.07261219,0.06273338,0.0667521,6132.59,256813.69,2429.858823529412,623.3869598689299,5000000000.6470585,339.0,0.0,525.0,433.0,110.0,1
2010-08-29,0.0667281,0.06833839,0.05420022,0.06034821,3161.99,232664.99,1654.7654320987654,623.3869598689298,5000141975.308642,260.0,0.0,330.0,312.0,23000000.0,1
2010-08-30,0.06071818,0.08276142,0.06071818,0.06623912,34120.32,255868.75,2685.93288590604,623.3869598689298,5000241610.738256,329.0,0.0,501.0,422.0,36000000.0,1
2010-08-31,0.06609732,0.06968147,0.05670864,0.06803799,14874.0,263444.8,3907.4565217391305,623.3869598689299,5000108695.815217,441.0,0.0,953.0,553.0,20000030.0,1
2010-09-01,0.06806474,0.07830443,0.06248935,0.06274802,7184.24,243454.48,3578.3694267515925,623.3869598689298,5000050955.541401,380.0,0.0,705.0,525.0,8000020.0,2
2010-09-02,0.06252651,0.06697775,0.05055178,0.06260652,8145.96,243393.16,2431.897435897436,623.3869598689299,5000000000.0,321.0,0.0,501.0,402.0,0.0,2
2010-09-03,0.06245932,0.06371833,0.04975507,0.06023277,893.97,234657.09,2028.6829268292684,623.3869598689298,5000000000.0,319.0,0.0,409.0,403.0,0.0,2
2010-09-04,0.06021975,0.06300325,0.05183021,0.06000862,3298.27,234329.17,1637.657458563536,623.3869598689298,5000000000.0,274.0,0.0,386.0,326.0,0.0,2
2010-09-05,0.0599639,0.06631414,0.04954392,0.06040329,8470.29,236368.65,2184.557575757576,623.3869598689298,5000006060.606061,311.0,0.0,464.0,384.0,1000000.0,2
2010-09-06,0.06038112,0.0700265,0.05289961,0.0607938,911.23,238377.05,2023.518987341772,623.3869598689297,5000000000.063292,278.0,0.0,429.0,337.0,10.0,2
2010-09-07,0.06079001,0.06639693,0.05294169,0.06035231,3455.8,237128.76,1871.125,623.3869598689299,5000000000.0,282.0,0.0,379.0,327.0,0.0,2
2010-09-08,0.06027728,0.0630562,0.05008993,0.06010664,2340.15,236659.38,2243.224242424242,696.6125182460692,5000000000.121212,339.0,0.0,458.0,435.0,20.0,2
2010-09-09,0.0599086,0.0627864,0.04868664,0.06052719,1736.18,238723.78,2858.903703703704,712.8848645521,5000081481.555555,324.0,0.0,472.0,430.0,11000010.0,2
2010-09-10,0.06050717,0.06379616,0.05052252,0.06019632,4936.59,237951.54,2244.813559322034,712.8848645521001,5000000000.056498,360.0,0.0,486.0,468.0,10.0,2
2010-09-11,0.06017494,0.06341174,0.05241827,0.06341174,7687.5,251165.98,2022.8,712.8848645521001,5000000000.0,305.0,0.0,388.0,379.0,0.0,2
2010-09-12,0.06340796,0.06416082,0.05189028,0.06011142,795.76,238628.82,2801.694915254237,712.8848645521001,5000084745.762712,379.0,0.0,672.0,488.0,15000000.0,2
2010-09-13,0.06011416,0.07478364,0.05748058,0.06111882,10050.56,243147.48,3107.345029239766,712.8848645521001,5000000000.058479,436.0,0.0,664.0,576.0,10.0,2
2010-09-14,0.06105726,0.06988858,0.05539318,0.06071952,14066.33,242175.26,2393.28078817734,712.8848645521002,5000004730.79803,424.0,0.0,607.0,538.0,960352.0,2
2010-09-15,0.06080235,0.08798316,0.05730564,0.08017105,3660.94,320437.68,3070.6745562130177,712.8848645521001,5000000000.0,430.0,0.0,632.0,596.0,0.0,2
2010-09-16,0.0805732,0.11092045,0.07697634,0.09092079,728.74,364395.76,2206.301369863014,712.8848645521001,5000000000.0,438.0,0.0,632.0,531.0,0.0,2
2010-09-17,0.09079794,0.09283079,0.0492891,0.05914367,7282.76,237653.93,2906.153846153846,712.8848645521,5000000000.0,361.0,0.0,980.0,420.0,0.0,2
2010-09-18,0.05908685,0.06243013,0.05061776,0.06072073,7101.38,244712.14,1810.430379746836,712.8848645521,5000075949.367088,399.0,0.0,544.0,464.0,18000000.0,2
2010-09-19,0.06071987,0.0649648,0.05456786,0.06011195,12917.52,242886.85,2038.7368421052631,893.3156842740685,5000000000.0,355.0,0.0,590.0,433.0,0.0,2
2010-09-20,0.06011121,0.06676625,0.05534209,0.0605423,14317.24,245240.21,2769.5566502463053,917.83074130151,5000000000.0,465.0,0.0,699.0,598.0,0.0,2
2010-09-21,0.0607776,0.07497785,0.05942079,0.06011619,5709.85,244028.53,6221.883720930233,917.83074130151,5000000000.05814,810.0,0.0,1293.0,1178.0,10.0,2
2010-09-22,0.0601967,0.06785769,0.05927085,0.06167253,11538.45,250885.4,4975.126436781609,917.83074130151,5000000000.0,673.0,0.0,1033.0,984.0,0.0,2
2010-09-23,0.06170115,0.0736575,0.05888536,0.06064239,15540.26,247402.51,3334.5299145299145,917.83074130151,5000000000.0,655.0,0.0,984.0,850.0,0.0,2
2010-09-24,0.06047148,0.06305114,0.05068443,0.06081969,684.36,248820.96,2452.7894736842104,917.83074130151,5000000000.0,501.0,0.0,696.0,629.0,0.0,2
2010-09-25,0.06081925,0.0650894,0.05058748,0.06068186,2151.86,248882.1,3109.024154589372,917.8307413015102,5000000000.0,532.0,0.0,800.0,694.0,0.0,2
2010-09-26,0.06069929,0.0684222,0.0568917,0.06072084,12046.65,249667.4,2342.5951219512194,917.83074130151,5000000000.0,400.0,0.0,607.0,506.0,0.0,2
2010-09-27,0.06098513,0.07822057,0.05782159,0.06095292,10723.37,251319.56,3830.6899563318775,917.83074130151,5000008733.624455,603.0,0.0,1227.0,800.0,2000000.0,2
2010-09-28,0.0609233,0.06640338,0.05602733,0.06121943,7092.92,253063.91,4888.018867924528,978.3347879206932,5000679245.283019,491.0,0.0,1711.0,645.0,144000000.0,2
2010-09-29,0.06133085,0.0746173,0.05970288,0.06030913,23481.6,249798.91,8800.414634146342,1318.6700501535995,5000000000.0,975.0,0.0,1714.0,1625.0,0.0,2
2010-09-30,0.06025938,0.06209852,0.05215235,0.06186567,7944.9,256697.68,3011.8356164383563,1318.6700501536,5000000000.0,365.0,0.0,539.0,496.0,0.0,2
2010-10-01,0.06202535,0.07052552,0.05860708,0.06042254,1720.37,251174.99,4420.415584415585,1318.6700501536,5000363636.363636,584.0,0.0,776.0,932.0,56000000.0,2
2010-10-02,0.06042745,0.07585109,0.05756717,0.06005344,13073.68,249940.92,7267.4,1318.6700501536,5000007768.13,501.0,0.0,876.0,751.0,776813.0,2
2010-10-03,0.06013844,0.07013507,0.05622548,0.06043778,7177.04,251909.2,3753.8360655737706,1318.6700501536,5000006365.778688,377.0,0.0,551.0,545.0,776625.0,2
2010-10-04,0.06045428,0.0746667,0.05620154,0.06092854,33882.93,254420.83,3650.40522875817,1318.6700501536,5000000000.6470585,407.0,0.0,734.0,582.0,99.0,2
2010-10-05,0.06092591,0.06481465,0.05592147,0.06087452,27480.57,254578.77,4004.285714285714,1318.6700501535995,5000000000.0,371.0,0.0,613.0,530.0,0.0,2
2010-10-06,0.06092316,0.07720292,0.06092316,0.06262883,33430.03,262450.81,2842.690058479532,1318.6700501535995,5000000000.637427,407.0,0.0,599.0,540.0,109.0,2
2010-10-07,0.06270507,0.07316918,0.05495522,0.06535092,43702.18,274380.74,2674.05,1318.6700501536,5000000000.0,340.0,0.0,560.0,442.0,0.0,2
2010-10-08,0.06582946,0.09967087,0.06582946,0.08023021,138930.13,337470.0,3457.6363636363635,1318.6700501536,5000000000.0,363.0,0.0,737.0,492.0,0.0,2
2010-10-09,0.080371,0.12505174,0.07841548,0.09881756,187441.33,416434.5,3619.6962025316457,1318.6700501535995,5000000000.0,401.0,0.0,737.0,556.0,0.0,2
2010-10-10,0.09873345,0.1172604,0.0902759,0.11358109,50485.57,479655.79,2522.38202247191,1318.6700501536,5000000000.0,363.0,0.0,553.0,478.0,0.0,2
2010-10-11,0.11345086,0.12391423,0.10179655,0.11767041,14122.2,497862.04,2626.3396226415093,1318.6700501535995,5000000000.685535,342.0,0.0,533.0,453.0,109.0,2
2010-10-12,0.11766384,0.12456609,0.10386021,0.11895534,25735.4,504224.93,2794.967741935484,1363.0928974214014,5000000000.0,352.0,0.0,545.0,481.0,0.0,2
2010-10-13,0.11892197,0.11892197,0.08601616,0.10429798,47485.45,443013.5,3478.818181818182,1378.0281650373,5000198863.636364,364.0,0.0,892.0,490.0,35000000.0,2
2010-10-14,0.10430046,0.11209966,0.09689222,0.10067396,37309.53,428652.11,2275.258536585366,1378.0281650373,5000000000.0,367.0,0.0,602.0,471.0,0.0,2
2010-10-15,0.10072117,0.11902729,0.09605389,0.10635973,24754.25,453802.41,2126.983050847457,1378.0281650373,5000000000.0,328.0,0.0,476.0,427.0,0.0,0
2010-10-16,0.10602316,0.10733959,0.08632514,0.10157997,6275.99,434714.87,2275.922480620155,1378.0281650373,5000000000.0,441.0,0.0,840.0,556.0,0.0,0
2010-10-17,0.10194793,0.13183186,0.0981136,0.10547627,18151.31,452814.47,1950.0,1378.0281650373,5000000000.0,457.0,0.0,675.0,571.0,0.0,0
2010-10-18,0.1054724,0.10588933,0.08339101,0.10141351,25647.31,436638.41,2938.730923694779,1378.0281650373,5000008032.128514,579.0,0.0,904.0,786.0,2000000.0,0
2010-10-19,0.1014436,0.11309019,0.09133758,0.09894639,6231.45,427282.67,4658.140625,1378.0281650373,5000000000.0,924.0,0.0,1390.0,1395.0,0.0,0
2010-10-20,0.09889042,0.10552782,0.08289413,0.0993313,31793.8,430256.01,3474.6363636363635,1378.0281650373,5000000000.0,713.0,0.0,1112.0,1014.0,0.0,0
2010-10-21,0.0993304,0.12183959,0.09075821,0.10191849,44828.67,442410.33,3887.6129032258063,1962.4910931944253,5000004175.349463,552.0,0.0,901.0,791.0,776615.0,0
2010-10-22,0.10189671,0.11341726,0.08636984,0.1096797,34549.21,476944.92,5050.0,2149.0218149467,5000000000.0,602.0,0.0,920.0,887.0,0.0,0
2010-10-23,0.10959341,0.11710837,0.08592103,0.10976226,4400.43,478264.36,3610.1485714285714,2149.0218149467,5000028571.428572,517.0,0.0,759.0,745.0,5000000.0,0
2010-10-24,0.11000634,0.15888465,0.11000634,0.12712502,13862.21,555211.38,3152.682926829268,2149.0218149467,5000000000.0,552.0,0.0,779.0,753.0,0.0,0
2010-10-25,0.12713443,0.17876216,0.1200947,0.15322619,30310.09,670766.8,2627.960591133005,2149.0218149467,5000000000.0,410.0,0.0,667.0,545.0,0.0,0
2010-10-26,0.15366604,0.18565019,0.14038524,0.15450002,19246.49,678212.61,2543.302904564315,2149.0218149467,5000000000.0,518.0,0.0,728.0,724.0,0.0,0
2010-10-27,0.15463818,0.23199151,0.15463818,0.18923766,65607.97,832716.67,3637.3333333333335,2149.0218149467,5000000000.0,568.0,0.0,980.0,814.0,0.0,0
2010-10-28,0.18929337,0.2277513,0.17228013,0.17411618,21586.19,768083.06,2912.6940639269405,2149.0218149467,5000000000.0,486.0,0.0,842.0,670.0,0.0,0
2010-10-29,0.1744869,0.2258875,0.16833141,0.19,28684.04,840263.53,2919.318385650224,2149.0218149467,5000000000.0,467.0,0.0,825.0,615.0,0.0,0
2010-10-30,0.19008669,0.21158316,0.17863112,0.19357477,26586.5,858518.63,1903.126984126984,2186.431143338172,5000000000.0,426.0,0.0,611.0,524.0,0.0,0
2010-10-31,0.19356272,0.205857,0.15994107,0.19177651,40275.4,852259.61,2164.513966480447,3091.7368904118007,5000000000.0,307.0,0.0,514.0,369.0,0.0,0
2010-11-01,0.19181494,0.21375067,0.18221525,0.19629574,21229.97,874080.4,2325.084745762712,3091.7368904118,5000000000.0,351.0,0.0,523.0,440.0,0.0,0
2010-11-02,0.19649184,0.24233992,0.18412287,0.19387783,5852.75,865018.26,1797.3636363636365,3091.7368904118,5000000000.0,286.0,0.0,402.0,343.0,0.0,0
2010-11-03,0.1944637,0.23949948,0.18713929,0.1973499,61555.95,882385.94,2085.7894736842104,3091.736890411801,5000000000.0,347.0,0.0,506.0,430.0,0.0,0
2010-11-04,0.19737072,0.2488942,0.19016785,0.2413261,29652.78,1081436.56,2054.865671641791,3091.7368904118,5000000000.0,342.0,0.0,547.0,405.0,0.0,0
2010-11-05,0.24133692,0.27421316,0.22636467,0.24709663,36664.92,1110001.31,2822.557077625571,3091.7368904118,5000000000.0,442.0,0.0,826.0,545.0,0.0,0
2010-11-06,0.24713548,0.35457746,0.23541575,0.32784901,32714.61,1476306.83,2114.568807339449,3091.7368904118,5000000000.0,394.0,0.0,576.0,492.0,0.0,0
2010-11-07,0.32820258,0.38230423,0.30419255,0.34,77155.12,1535141.8,2112.780082987552,3091.7368904118,5000000000.0,451.0,0.0,652.0,537.0,0.0,0
2010-11-08,0.34056142,0.45705471,0.34056142,0.43979451,118305.71,1991752.38,3378.2254545454543,3091.7368904118,5000301818.181818,515.0,0.0,1507.0,628.0,83000000.0,0
2010-11-09,0.43840529,0.43840529,0.20724415,0.22388061,47863.28,1016356.41,2186.082949308756,3670.915067642669,5000000000.0,409.0,0.0,607.0,502.0,0.0,0
2010-11-10,0.22432389,0.33407991,0.22432389,0.31419876,30260.67,1429549.38,2196.098522167488,4536.353723275001,5000000000.0,397.0,0.0,556.0,508.0,0.0,0
2010-11-11,0.31358503,0.32081129,0.21115833,0.23296009,5021.77,1062478.56,2041.4246575342463,4536.353723275002,5000000000.0,395.0,0.0,560.0,480.0,0.0,0
2010-11-12,0.23283656,0.27296145,0.20652011,0.2584812,40766.91,1181070.61,1871.3609467455624,4536.353723275001,5000000000.0,286.0,0.0,409.0,339.0,0.0,0
2010-11-13,0.25838165,0.29813241,0.23813614,0.27081075,21937.67,1240428.33,1782.8161434977578,4536.353723275001,5000000000.0,343.0,0.0,524.0,395.0,0.0,0
2010-11-14,0.27071671,0.3145179,0.2331689,0.29529896,16799.47,1356361.65,2243.859375,4536.353723275001,5000000000.0,416.0,0.0,853.0,496.0,0.0,0
2010-11-15,0.2952383,0.31939278,0.26919435,0.288151,8519.21,1326423.89,35146.64,4536.353723275001,5000240000.0,4871.0,0.0,7918.0,8689.0,48000000.0,0
2010-11-16,0.28712962,0.29203293,0.18819772,0.22813504,34055.18,1052390.75,43814.57868020305,4536.353723275002,5000000000.0,9105.0,0.0,9352.0,11783.0,0.0,0
2010-11-17,0.22833879,0.27773592,0.21683855,0.2707324,32920.42,1252252.42,2020.0,4536.353723275002,5000000000.0,435.0,0.0,630.0,533.0,0.0,0
2010-11-18,0.27075377,0.30435713,0.25226486,0.27879447,37408.68,1293125.43,5501.494163424125,4917.220987396804,5000000000.0,1494.0,0.0,1643.0,1585.0,0.0,0
2010-11-19,0.27888182,0.32309334,0.26455084,0.28651184,2151.83,1331069.55,58324.66666666666,6866.8986489727,5000053333.333333,9632.0,0.0,9844.0,9735.0,8000000.0,0
2010-11-20,0.28690538,0.34356327,0.27707843,0.28079899,14592.55,1306157.57,76205.31034482758,6866.898648972701,5000862068.965517,9731.0,0.0,9866.0,10042.0,100000000.0,0
2010-11-21,0.28051043,0.29508945,0.24857954,0.28367236,764.85,1321494.79,65738.97142857143,6866.898648972701,5000742857.142858,10044.0,0.0,10321.0,10254.0,104000000.0,0
2010-11-22,0.28250962,0.29338786,0.23449763,0.28794545,28316.12,1343762.24,2511.2147239263804,6866.898648972703,5000343558.282208,343.0,0.0,510.0,452.0,56000000.0,0
2010-11-23,0.28757612,0.28802633,0.22782684,0.28037997,4859.68,1310418.88,3013.942857142857,6866.898648972701,5000342857.142858,341.0,0.0,539.0,461.0,48000000.0,0
2010-11-24,0.28040667,0.32260864,0.2676336,0.28682259,2526.42,1343068.29,22003.61581920904,6866.898648972702,5000107344.632769,3936.0,0.0,4483.0,4141.0,19000000.0,0
2010-11-25,0.28655238,0.29316179,0.24392343,0.28,1677.21,1313652.67,38071.00552486188,6866.898648972703,5000000000.0,4983.0,0.0,8363.0,5201.0,0.0,0
2010-11-26,0.28001665,0.31800732,0.26650422,0.28283327,33719.11,1329684.06,7654.927835051546,6866.898648972701,5000190721.649485,1314.0,0.0,1709.0,1838.0,37000000.0,0
2010-11-27,0.28250885,0.2925624,0.23026142,0.28318445,1825.74,1333876.64,2981.155555555556,6866.898648972702,5000011111.111111,445.0,0.0,669.0,628.0,2000000.0,0
2010-11-28,0.28313618,0.30556118,0.24581973,0.27008918,20857.07,1274530.59,2860.953488372093,6866.898648972701,5000000000.0,454.0,0.0,557.0,677.0,0.0,0
2010-11-29,0.27014513,0.29143084,0.24607482,0.25864209,35050.89,1223202.51,2768.0191387559807,6866.898648972701,5000014354.066986,454.0,0.0,756.0,600.0,3000000.0,0
2010-11-30,0.25858757,0.26871577,0.20499215,0.21567219,21429.69,1022162.17,2582.633663366337,7166.72454227775,5000004950.495049,454.0,0.0,636.0,616.0,1000000.0,2
2010-12-01,0.21575395,0.2860531,0.21575395,0.24826949,8138.11,1179000.78,3477.9148936170213,8078.195257925099,5000021276.595745,512.0,0.0,872.0,751.0,4000000.0,2
2010-12-02,0.24818038,0.27274432,0.21980882,0.24036115,20401.71,1143692.44,2786.31914893617,8078.195257925099,5000031914.893617,460.0,0.0,667.0,637.0,6000000.0,2
2010-12-03,0.24043004,0.26714353,0.22672282,0.25027239,2566.25,1193229.94,2742.4126984126983,8078.195257925098,5000005291.005291,384.0,0.0,729.0,506.0,1000000.0,2
2010-12-04,0.25027539,0.28722926,0.22214273,0.24152809,28628.73,1154305.01,2318.200873362445,8078.195257925097,5000004763.0,418.0,0.0,652.0,563.0,1090727.0,2
2010-12-05,0.24121753,0.24121753,0.19458255,0.21094235,5747.29,1010650.73,1956.5857740585773,8078.195257925097,5000012552.301255,434.0,0.0,576.0,561.0,3000000.0,2
2010-12-06,0.21094287,0.24353259,0.19851918,0.22720412,4305.62,1091301.15,2011.90041493776,8078.195257925098,5000018749.846473,465.0,0.0,577.0,610.0,4518713.0,2
2010-12-07,0.22759612,0.25188085,0.21532013,0.23106174,24663.86,1112579.61,3012.217573221757,8078.195257925097,5000034370.866109,573.0,0.0,939.0,791.0,8214637.0,2
2010-12-08,0.23111195,0.27749873,0.22390633,0.23698327,3430.51,1143924.17,2493.831932773109,8078.195257925097,5000016806.722689,523.0,0.0,719.0,727.0,4000000.0,2
2010-12-09,0.23673102,0.2443908,0.20244156,0.21323766,21346.27,1031681.12,2603.6591928251123,8227.928154873936,5000016714.174888,486.0,0.0,713.0,656.0,3727261.0,2
2010-12-10,0.21324634,0.23294422,0.19819272,0.2126707,1680.5,1030501.2,2817.333333333333,12251.999760374,5000047619.047619,373.0,0.0,481.0,533.0,7000000.0,2
2010-12-11,0.21259729,0.22679844,0.19153778,0.21548632,5799.12,1046025.82,3851.497142857143,12251.999760374,5000066998.845715,550.0,0.0,774.0,912.0,11724798.0,2
2010-12-12,0.21552626,0.26801367,0.20401354,0.2236901,1960.38,1087760.22,4216.233918128655,12251.999760374,5000086885.450293,643.0,0.0,819.0,1024.0,14857412.0,2
2010-12-13,0.22405832,0.28538253,0.22209471,0.22991209,6409.84,1119643.14,7014.439716312057,12251.999760374,5000220905.304964,646.0,0.0,1359.0,1045.0,31147648.0,2
2010-12-14,0.2299656,0.27753358,0.21564682,0.2408912,10447.09,1175133.52,4138.035087719299,12251.999760374,5000028610.169591,653.0,0.0,810.0,973.0,4892339.0,2
2010-12-15,0.24088325,0.24278875,0.19470885,0.2370506,3679.5,1158732.48,3675.428571428572,12251.999760374,5000034403.32653,642.0,0.0,827.0,916.0,6743052.0,2
2010-12-16,0.23706696,0.31157078,0.23706696,0.25,14336.81,1224204.17,3541.248554913295,12251.999760374,5000059866.739884,531.0,0.0,733.0,771.0,10356946.0,2
2010-12-17,0.24995453,0.26329725,0.22573095,0.24553209,528.06,1204377.87,3944.843373493976,12251.999760374,5000141224.662651,462.0,0.0,798.0,644.0,23443294.0,2
